Word	Local clustering
rejection	0.4286
rekindle	0.0
relabel	0.0
relate	0.2727
relation	0.2664
relations	0.4
relationship	0.189
relative	0.2036
relax	0.3333
relaxation	0.0
release	0.2264
relentless	0.4762
relevant	0.4667
reliability	1.0
reliable	0.5238
reliance	1.0
relic	0.3333
relief	0.1743
religion	0.2135
religion-based	0.0
religious	0.171
rellozai	0.0
relocate	0.3214
relocation	1.0
reluctance	0.3333
rely	0.5
remain	0.2652
remainder	0.3429
remains	0.1743
remark	0.1583
remarkable	0.0833
remediation	0.5
remedy	0.8
remelt	1.0
remembrance	0.4066
remind	0.0
reminder	0.1238
remission	0.0
remnant	0.3611
remorse	0.0
remote	0.2952
remote-controlled	0.7333
removal	0.2727
remove	0.3846
renaissance	0.8
rend	0.3333
rendine	0.0
rendition	0.25
renee	1.0
renegade	0.3333
renew	0.2982
reno	0.4417
renovate	0.4667
renovation	0.1944
renowned	0.6071
renshon	0.0
rent	0.0303
rental	0.3116
renunciation	1.0
reopen	0.3462
reorganization	0.3889
rep	0.0836
repaint	0.0
repair	0.2101
repairman	0.0
repatriation	0.0
repayment	0.0
repeal	1.0
repeat	0.2551
repercussion	0.0714
repetition	0.6667
repetitive	0.5
replace	0.4
replacement	0.5
replica	0.3333
reply	0.4
report	0.1061
reporter	0.1078
reposition	0.1667
repository	0.0
represent	0.5333
representation	0.0
representative	0.3478
representatives	0.6667
repression	1.0
repressive	0.4167
reprisal	0.444
reprocess	0.3333
reproductive	0.3333
republic	0.1561
republican	0.0999
republican-backed	1.0
republican-controlled	0.8667
republican-led	0.0
repulse	1.0
reputation	0.1099
request	0.2109
require	0.2444
requirement	0.2237
rerun	0.2857
reschedule	0.3
rescind	0.3333
rescreen	0.0
rescue	0.2117
rescuer	0.2263
research	0.106
researcher	0.1026
resentment	0.5238
reservation	0.5556
reserve	0.1932
reservist	0.3933
reservoir	0.6
residence	0.1908
residency	1.0
resident	0.1272
residential	0.3723
residual	0.0
residue	0.3
resignation	0.1
resilience	0.3333
resiliency	0.6667
resilient	0.5238
resin	0.3333
resist	0.4909
resistance	0.2337
resistant	0.0
resolute	0.0
resolution	0.1274
resolve	0.3171
resort	0.1676
resound	0.0
resource	0.2918
resource-poor	0.0
resourced	0.0
respect	0.1982
respiratory	0.1912
respite	0.5556
respond	0.4328
respondent	0.3583
responder	0.3333
response	0.1635
responsibility	0.2709
responsible	0.4231
rest	0.2251
restaurant	0.1378
restore	0.2
restraint	0.3467
restrict	0.3667
restriction	0.2538
restrictive	0.3
restructure	0.3083
result	0.1334
resume	0.266
resumption	0.2338
resupply	1.0
resurgence	0.0
retail	0.2506
retailer	0.2909
retake	0.6667
retaliate	0.5
retaliation	0.2758
retaliatory	0.4418
rethink	1.0
retire	0.3187
retiree	0.2
retraction	0.6667
retreat	0.2683
retrenchment	0.0
retribution	0.3636
retributive	1.0
retrofit	0.3333
retrospect	0.0
return	0.1951
reuel	0.3333
reunion	0.0
reuter	0.1433
rev	0.1333
reveal	0.3
revelation	0.4722
reveler	0.1667
revenge	0.2582
revenue	0.1964
reverberation	0.0
revere	0.6667
reversal	0.5
reverse	0.5
review	0.1887
revile	0.0
revision	0.3571
revive	0.2
revolt	0.2794
revolution	0.1364
revolutionary	0.25
revulsion	0.5
reward	0.4176
rex	0.3333
reyes	0.6667
reynders	0.4286
reza	1.0
rf	0.3333
rhetoric	0.2333
rhetorical	0.0
rhine-westphalia	0.5
rhode	0.5
ria	1.0
riaz	0.8214
ribbon	0.2
ric	1.0
rica	0.3333
rice	0.2892
rich	0.3333
richard	0.1536
richmond	0.0
ricin	0.1429
rick	0.5238
rid	1.0
riddance	0.0
ride	0.125
rider	0.0
ridership	0.1667
ridge	0.2052
ridley	0.2116
ridwan	0.0
rifle	0.1008
rifle-carrying	0.0
rift	0.0833
right	0.1581
right-hand	0.6667
right-wing	0.3636
right-winger	0.0
righteous	0.6667
rights	0.2895
rigorous	0.2
riley	0.2381
rim	0.4487
rima	0.3333
ring	0.3889
rink	0.3333
rio	0.3333
riot	0.2367
rioter	0.0
rip	0.0
ripped-apart	1.0
ripped-up	0.3333
ripple	0.5778
rise	0.1325
rishkhor	1.0
risk	0.1606
risky	0.3
rites	0.3333
ritual	0.0
rituxan	0.3333
rival	0.111
rivalrous	0.6667
rivalry	0.0
river	0.1677
riverdale	0.0
riyadh	0.3992
rizieq	1.0
riziq	1.0
rmany	1.0
road	0.1221
roadblock	0.1667
roadmap	0.0
roadway	0.1429
roar	0.2745
rob	0.5
robb	0.0
robber	0.0
robbery	0.1786
robe	0.0
robert	0.0735
roberts	0.1071
robertson	0.4046
robinson	0.1
robot-assisted	1.0
robust	0.2273
rocca	0.0
roche	0.3111
rochelle	1.0
rochester	0.0
rock	0.2222
rockefeller	0.9
rocket	0.1515
rocket-propelled	0.0
rockville	0.4182
rockville-area	0.0
rocky	0.1167
rod-shaped	1.0
rodham	1.0
rodriguez	1.0
roebuck	0.0
roger	0.3333
rogue	0.3407
rohrabacher	0.5
rohter	0.6667
roilo	1.0
roland	0.4
role	0.174
roll	0.3083
roll-back	0.0
roller	1.0
roller-coaster	1.0
roman	0.4744
romanian	1.0
romano	1.0
romantic	0.4
rome	0.2157
romney	0.3455
ron	0.1944
ronald	0.345
ronan	1.0
ronnie	0.3333
roof	0.1631
roof-top	0.0
rooftop	0.1429
room	0.1252
roosevelt	0.2751
root	0.2544
roots	1.0
rope	1.0
rosa	0.4667
rosario	0.0
roschacher	0.5
rose	0.1779
rosenberg	0.0
ross	0.3718
roster	0.4
rotate	0.6667
rotation	0.0
rotor	0.381
rotterdam	0.0
rough	0.4
rougher	0.0
round	0.273
round-the-clock	0.2286
round-trip	0.4286
roundtable	0.3333
roundup	0.1429
rouse	1.0
roust	1.0
rout	0.1905
route	0.1747
routine	0.1691
rove	1.0
row	0.2632
rowan	0.0
rowland	0.0
roy	1.0
royal	0.1613
royalist	0.2
rpgs	0.0
rq-1b	0.5
rshad	1.0
rtr	1.0
rua	0.3333
rub	0.5
rubber	0.2857
rubble	0.1358
rubble-strewn	0.6667
ruben	1.0
rubenstein	1.0
rubin	0.6667
ruder	0.1
rudi	1.0
rudimentary	0.3333
rudman	0.0
rudolf	1.0
rudy	1.0
rug	0.2357
ruihuan	0.0
ruin	0.2496
rukzn.s	0.0
rule	0.1399
rule-making	1.0
ruler	0.2667
rumble	0.1667
rumor	0.2286
rumsfeld	0.1794
run	0.1934
run-off	0.381
run-up	0.1
runner	0.2
running	1.0
runoff	1.0
runway	0.1228
rupert	0.5333
rupture	0.0
rural	0.3206
rush	0.2823
rush-hour	0.3214
rushailo	0.4
rushmore	1.0
russ	0.5
russa	0.5
russell	0.3788
russia	0.2192
russian	0.1906
russian-born	0.0
russian-made	0.6667
russian-speaking	0.0
rust	0.0
ruth	0.0
ruthless	0.0
ruud	0.2
rwanda	0.0
ryanair	0.1667
s	0.2857
s$0.17	0.0
s$0.19	0.0
s$0.785	0.0
s$0.83	0.0
s$1.35	0.0
s$9.30	0.0
s$9.65	0.0
s&p	0.381
s-oil	1.0
s.k	0.0
s.r	1.0
s200	0.3333
sa	0.5333
saab	0.6667
sabab	1.0
sabah	1.0
sabbath	0.4722
sabilillah	0.6667
sabino	0.3333
sabon	1.0
sabotage	0.1619
saboteur	0.2667
sabri	0.4364
sac	0.3214
sachs	0.0
sack	0.2
sacramento	0.3567
sacred	1.0
sacrifice	0.1861
sad	0.2889
sadat	0.1667
saddam	0.3347
saddle	0.0
sade	0.0
sadeek	1.0
sadiq	0.7
sadness	0.2121
saeed_alghamdi	0.0
safarini	0.3248
safe	0.1936
safe-haven	0.1
safe-keeping	0.0
safeguard	0.3247
safety	0.1729
safi	1.0
sag	0.4727
sahib	1.0
saifullah	1.0
saigon	0.0
saikal	0.3333
sail	0.0
sailor	0.2391
saint	0.1364
sakaguchi	0.6667
salaam	0.4545
salafist	1.0
salahuddin	1.0
salam	1.0
sale	0.1444
saleh	0.3
salem	0.1667
salem_alhamzi	0.1667
sales	0.3333
salesman	0.2
salim	0.2222
salmonella	0.6667
salomon	0.1667
saloon	1.0
salt	0.4392
salunkhe	0.0
salvador	0.1667
salvage	0.0
salvatore	0.1
salvo	0.5714
sam	0.3091
samagan	0.0
samangan	0.3619
samborn	0.0
same	0.136
sami	0.3333
sami-ul-haq	0.0
samir	0.1778
samira	0.0
sample	0.1675
sampling	0.0
samuel	0.1905
san	0.1496
san_francisco	0.1843
san_francisco-based	0.8
san_francisco-bound	0.1389
san_francisco-oakland	0.6667
sanaa	0.8333
sanction	0.2606
sanctity	0.0
sanctuary	0.2778
sand	0.2418
sandra	0.4286
sandwich	0.1667
sandy	0.0
sane	1.0
sangisar	0.6667
sanitize	1.0
sant	0.0
santa	0.2778
santo	0.0
santorum	0.3571
sap	0.4
saparmurat	1.0
saporta	0.0
saqib	0.5714
sara-i-pol	0.5
sarasota	0.4167
sarbanes	0.0
sarcastic	0.0
sarcophagus	0.3333
sarfaraz	1.0
sarfraz	1.0
sari	0.0
sarin	0.0
sasebo	0.7333
satam_al_suqami	0.0
satan	0.5
satcher	0.5357
satellite	0.2047
satellite-guided	0.5333
satisfaction	0.6667
satisfactory	0.5
satisfy	0.0
sato	0.75
sattar	0.3977
saturday	0.1181
sauce	0.3333
saud	0.6212
saudi	0.1788
saudi-based	0.6
saudi-born	0.2522
saudi-exile	0.8333
saudi-located	1.0
saudi-owned	1.0
saudi_arabia	0.1753
saudi_arabian	0.2365
saudi_arabian-born	0.6111
saudi_arabians	0.0
saudia	0.3333
saulat	0.0
saunders	0.1333
savage	0.5
savageness	0.3333
savagery	0.1667
save	0.0
saving	0.0
saw	0.0278
sax	0.0
say	0.0995
sayed	0.2279
saying	0.1667
sayyaf	0.7222
scajola	0.4
scale	0.1473
scaled-back	0.6667
scan	0.0
scandal	0.1778
scanner	0.3333
scant	0.3
scapegoat	0.0
scar	0.0
scare	0.2174
scarf	0.0
scary	0.0
scathe	1.0
scatter	0.1099
scenario	0.1016
scene	0.1908
scent	1.0
scent-sniffing	0.0
schaeffer	0.0
scharping	0.5
schaumburg	0.0
schedule	0.1839
scheindlin	1.0
scheme	0.1905
schieffer	0.4889
schiff	0.0
schily	0.7
schmidt	0.6667
schneider	0.0
scholar	0.2727
school	0.1445
schoolchild	0.2143
schoolroom	0.8333
schroeder	0.2857
schubert	0.6667
schumer	0.2749
schwab	1.0
schwartz	0.0
schwarzenegger	0.2381
schwarzkopf	0.5
schwenger	0.0
science	0.0713
scientific	0.2121
scientist	0.149
scoff	0.0
scope	0.2279
scorch	1.0
score	0.2034
scoreboard	0.0
scorn	0.0
scorpion	0.6
scotia	0.5714
scotiamocatta	0.1905
scotland	0.2083
scott	0.15
scottish	1.0
scour	0.3333
scourge	0.2857
scout	0.2
scowcroft	0.7
scramble	0.0667
scrap	0.0
scratch	0.0
scream	0.1333
screen	0.1741
screener	0.2583
screening	0.8333
screw	0.8
script	0.1667
scrub	0.1667
scrubland	1.0
scrum	0.3333
scrutiny	0.1947
scud	0.3333
scuffle	0.0
scurka	0.0
scurry	0.5
sd	0.0
sea	0.1439
sea-based	0.0
seaboard	1.0
seahawk	0.3333
seahawks	0.0
seal	0.1917
sealed-off	0.4066
sean	1.0
seaport	0.2879
sear	0.7
search	0.1343
search-and-rescue	0.5556
search.rescuers	1.0
searcher	0.4444
sears_tower	0.3149
season	0.1063
seat	0.167
seattle	0.281
seattle-based	0.5
seaway	0.3333
sec	0.2716
seclude	0.5055
second	0.2541
second-biggest	1.0
second-degree	0.0
second-guess	0.0
second-largest	1.0
second-most	0.6667
secondary	0.4667
secrecy	0.1912
secret	0.2866
secretariat	0.0
secretary	0.1287
secretary-genera	1.0
secretary-general	0.2194
secretive	0.2316
sect	0.0
sectarian	0.3333
section	0.1843
sector	0.1657
secure	0.1742
securicor	0.9
securities-related	0.0
security	0.0713
security-related	1.0
security.struggling	0.0
sedki	0.5
sedwick	0.8
see	0.1905
seeb	0.0
seed	0.4
seek	0.2931
seek-and-destroy	1.0
seeker	1.0
seelig	0.0444
segment	0.3333
seif	0.1868
seiichiro	1.0
seize	0.2967
seizure	0.2033
select	1.0
selection	0.5714
self	1.0
self-defense	0.1878
self-determination	0.0
self-esteem	0.3333
self-fulfilling	0.0
self-governing	0.0
self-help	1.0
self-imposed	0.3333
self-justification	1.0
self-sacrifice	0.0
self-service	0.0
sell	0.1396
sell-off	0.381
seller	0.0
selloff	0.0
selvan	0.0
semblance	0.3083
semester	1.0
semi-official	0.6667
semi-permanent	1.0
semiconductor	0.0
seminal	0.0
senate	0.1398
senate-backed	1.0
senator	0.0965
send	0.184
sender	0.2
seng	0.8
senior	0.141
sens	0.0
sensation	0.0
sensational	0.2381
sensationalism	0.0
sense	0.1685
senseless	0.5333
sensenbrenner	0.3485
sensibility	0.0
sensible	0.0
sensitive	0.3
sensitivity	0.3571
sensor	0.0476
sentence	0.1866
sentiment	0.1934
sentimentality	0.0
seoul	0.2
separate	0.1952
separatism	0.0
separatist	0.2
sept	0.1454
sept.11	1.0
september	0.143
septer.trojan	1.0
sequel	1.0
sequence	0.1429
sequential	1.0
seraj	1.0
sergeant	0.3718
sergei	1.0
sergi	1.0
serial	1.0
series	0.174
serious	0.1797
seriously-burned	1.0
seriousness	0.6
sermon	0.3297
serra	0.3333
serri	0.6667
servant	0.25
serve	0.1636
server	1.0
service	0.1033
service-producing	0.6667
serviceman	0.4
servicemembers	0.0
services	0.2545
session	0.2105
sestanovich	0.3333
set	0.1458
set-up	0.0
setback	0.2513
sethi	0.0
setting	0.0
settle	0.5
settlement	0.1328
settler	0.3333
setup	0.0
seung-soo	0.6667
seven	0.3791
seven-day-a-week	0.0
seven-month	1.0
seven-point	0.6667
seven-story	0.0
seventh-inning	0.0
sever	0.4
several-inch-thick	0.6667
severance	1.0
severe	0.1856
sewell	0.0
sewer	0.0
sewerage	1.0
sex	0.1667
sex-and-scandal	0.4
seymour	0.6667
sezer	0.7
sfeir	0.3333
sgt	0.3333
sh-60	0.0
shackle	0.0
shade	0.0
shadow	0.5152
shadowy	0.395
shady	0.1667
shah	0.1989
shahban	1.0
shaheen	0.1667
shahnawaz	1.0
shahon	0.5
shai	0.0
shaikh	0.2
shake	0.2714
shaky	0.8
shaler	0.1
sham	0.0
shamkhani	0.5714
shamzai	0.5
shanghai	0.1954
shanksville	0.4697
shape	0.1737
shapiro	0.6667
shaposhnikov	0.0
shard	0.2857
share	0.1256
shareholder	0.1
sharia	0.2857
shariah	1.0
shariat	0.5091
sharif	0.3333
shariyat	1.0
sharjah	1.0
sharm	1.0
sharon	0.1898
sharp	0.2151
shatter	0.2931
shaukat	1.0
shave	1.0
shawn	1.0
shay	0.2857
shaykh	0.6667
she	0.1835
shea	0.1786
shebaa	1.0
shed	0.25
sheep	0.6667
sheer	0.4286
sheet	0.0784
sheetz	1.0
sheffian	1.0
shehri	0.6667
sheikh	0.1566
sheinkopf	0.3
shelby	0.4286
shelf	0.0
shell	0.2143
shell-shocked	0.0
shellshock	0.0
shellshocked	1.0
shelter	0.2619
shelton	0.3143
shenzhen	0.4182
shepherd	0.1
shepherdson	0.0
sher	0.8333
sheraton	1.0
sheriff	0.2198
sherman	0.0
sherry	1.0
sherwood	0.0
shevardnadze	0.375
shi'ite	0.3316
shia	1.0
shibley	0.0
shiedi	1.0
shield	0.1699
shifa	1.0
shift	0.2024
shiite	0.381
shimbun	1.0
shimon	0.9
shinas	0.3
shindand	1.0
shinrikyo	1.0
shinseki	0.8
shiokawa	0.3571
ship	0.1403
ship-fired	0.8
ship-launched	1.0
ship-to-shore	1.0
shipment	0.2632
shira	1.0
shirley	0.3333
shirt	0.1169
shirtwaist	1.0
shiver	0.0
shock	0.2926
shockwave	0.6
shoe	0.3462
shomali	0.2727
shoot	0.2211
shoot-on-sight	0.3333
shootdown	0.0
shop	0.1281
shopkeeper	0.0556
shopper	0.1667
shopping	0.4889
shora	0.0
shore	0.2545
short	0.1711
short-lived	0.0
short-range	0.0
short-sell	0.3333
short-seller	0.3333
short-term	0.2095
shortage	0.2549
shortcoming	0.0
shortfall	0.0
shorthand	0.0
shorty	0.0
shot	0.1569
shotgun	0.0
shoulder	0.381
shoulder-fired	0.5
shout	0.1619
shoval	0.0
shovel	0.0
show	0.142
showcase	0.8333
showdown	0.0
shower	0.0
shrapnel	1.0
shred	0.0667
shreveport	0.2
shrine	0.3214
shrink	0.2727
shroud	0.7
shrug	1.0
shudder	0.3333
shui-bian	0.4667
shukhi	0.8333
shumann	0.6667
shura	1.0
shut	0.2418
shutdown	0.3042
shutter	0.4091
shuttle	0.1373
shy	0.0
sia	0.3333
siberia	0.3736
sibir	0.4359
sibling	1.0
sick	0.4762
siddiqui	0.3333
side	0.1371
sidearm	0.1667
sideline	0.1429
sidewalk	0.1754
siege	0.4
sierra	1.0
sift	0.3333
sight	0.22
sight-seers	0.3333
sighting	0.6667
sightseeing	0.0
sightseer	0.0
sign	0.1321
sign-in	0.0
sign-on	0.0
signal	0.2359
signature	0.2484
significance	0.5333
significant	0.1965
sikh	0.4083
sikh-american	1.0
silano	0.3333
silence	0.1167
silent	0.3077
silhouette	0.0
silicon	0.6
silk	0.1778
silk-jacketed	1.0
silke	0.0
silver	0.1281
silverstein	0.1
silvio	0.8667
similar	0.1407
similarity	0.3905
simple	0.0737
simpson	1.0
simulate	0.6667
simulation	0.0
simulator	0.4
simultaneous	0.5
sin	0.0
sinai	0.1429
sincere	0.2667
sinclair	0.2967
sindh	1.0
sing	0.1786
singapore	0.151
singer	0.0909
singh	0.2727
single	0.1775
single-engine	1.0
single-month	1.0
single-occupancy	1.0
single-page	0.0
single-plane	1.0
single-prong	0.0
sinless	1.0
sinopec	0.8611
sir	0.5238
siracusa	0.0
sirat	1.0
siren	0.25
sister	0.1299
sister-in-law	1.0
sit	0.1429
sitcom	0.5
site	0.1114
sitting	0.0
situation	0.135
six	0.4314
six-hour	1.0
six-member	0.7879
six-month	0.0
sixth	1.0
sizable	0.9
size	0.1274
sizeable	0.3333
skate	0.0
skeel	0.0
skeletal	0.6
skeleton	0.3
skeptical	0.0
skepticism	0.2778
sketch	0.3333
ski	1.0
skid	0.0
skier	0.0
skill	0.0889
skilled	0.2179
skin	0.2402
skin-based	0.6667
skin-contact	0.3929
skinhead	0.7
skirl	0.0
skirmish	0.0
skittish	1.0
skull	1.0
sky	0.1913
skyblue	0.0
skychefs	1.0
skydeck	0.0545
skyline	0.1863
skyscraper	0.3013
skyscraper-studded	0.0
skyway	0.3333
skyways	1.0
slab	0.0
slack	0.0
slam	0.5641
slant	0.0
slash	1.0
slate	0.1667
slaughter	0.0
slavery	0.2
slavic	1.0
slay	0.6667
slaying	1.0
sled	0.0
sleek	0.0
sleep	0.2
sleepless	0.0
sleuth	0.3333
slide	0.1868
slide-rule	0.6667
slight	0.3
slim	0.8
slip	1.0
slippery	0.0
sliver	1.0
slogan	0.3333
sloppiness	1.0
slot	0.4
slovenia	0.0
slow	0.1852
slow-moving	0.2857
slowdown	0.2474
sludgy	0.0
sluggish	0.4
slump	0.2434
small	0.1419
small-arms	0.6667
smallpox	0.1853
smart	0.0952
smash	0.2667
smear	0.6667
smell	0.2632
smelly	0.0
smile	0.1389
smith	0.1512
smoke	0.1249
smoke-shrouded	1.0
smolder	0.3424
smooth	0.2667
smuggle	0.0
snack	0.4667
snake	0.1667
snap	0.4667
snapshot	0.0
snarl	0.0
snatch	0.3
snatch-and-grabs	0.0
sneak	1.0
sneh	0.1818
sneineh	0.3273
sni	0.3333
sniff	1.0
sniffer	0.2
sniper	0.2667
snippet	0.6667
snopes.com	0.0
snow	0.2667
snowfall	0.0
snowshoe	0.0
snowstorm	0.0
snub	1.0
so-called	0.1629
so-far	0.8667
soap	0.3333
soar	0.1111
sob	0.0
sober	0.0
soccer	0.3333
sochi	0.5714
social	0.1282
socialist	0.3333
society	0.172
sock	0.0
soda	0.1667
sodhi	0.5
sofjan	0.0
sofres	0.6667
soft	0.0909
soften	0.0
software	0.2353
sohn	0.3333
soil	0.2701
soir	1.0
solace	1.0
solana	0.6429
soldier	0.1797
sole	0.2095
solemn	0.0
solicit	0.3333
solicitor	0.8571
solicitor-general	1.0
solid	0.2095
solidarity	0.1782
solidify	1.0
solitude	1.0
sollitto	0.3
solo	0.2857
solomon	0.5
solution	0.1817
solve	0.3333
solvent	0.0
somali	0.381
somalia	0.22
somber	0.2222
some	1.0
somebodies	0.0
somerset	0.4103
sometimes-fatal	1.0
son	0.0762
sones	0.6667
song	0.2468
sonia	0.5
sonic	1.0
sonnenfeld	1.0
sonntag	1.0
sony	0.1833
sonya	0.0
soo	0.0
soot	0.2
soot-faded	0.6667
soothe	0.0
sophisticate	0.266
sophistication	0.3333
sore	0.1667
sorrow	0.1758
sort	0.1805
sorter	0.6667
sortie	0.5095
sorting	1.0
soul	0.2051
sound	0.1264
soundness	0.0
source	0.1515
south	0.137
south-west	1.0
southeast	0.1865
southeastern	0.2
southern	0.1751
southward	1.0
southwest	0.1894
southwestern	0.3567
sovereignty	0.2083
soviet	0.1676
soviet-backed	1.0
soviet-built	0.381
soviet-era	0.2
soviet-installed	1.0
soviet-made	0.0
sow	0.1667
sowanick	1.0
sox	0.0
soybean	0.0
spa	0.6
space	0.2143
space-launch	1.0
spacecraft	0.0
spaceport	0.0
spacesuit	0.0
spain	0.1847
spalding	0.0
span	0.1143
spangle	0.0
spanish	0.1957
spar	0.0
spare	0.2857
spark	0.3235
spasm	0.3333
spat	0.6667
spate	0.3718
spawn	1.0
spc	0.0
speak	0.1855
speaker	0.2
spearhead	0.8
special	0.1351
specialist	0.2016
specialize	0.2727
specialty	0.0
specific	0.2215
specification	0.3333
specifics	0.1282
specify	0.1
specimen	0.3
spectacular	0.2424
spectator	0.0833
specter	0.2935
spector	0.2381
spectre	0.6667
spectrum	0.3856
speculation	0.2617
speech	0.1693
speechwriter	1.0
speed	0.2667
speedy	0.2527
spell	0.0
spellar	1.0
spencer	1.0
spend	0.1772
spew	0.0
spezialkraefte	0.5
sphere	0.0
spiderman	0.3333
spiegel	0.1667
spike	0.1825
spill	1.0
spin	1.0
spinetta	1.0
spiral	0.2667
spirit	0.2087
spiritual	0.2553
spit	0.0
spitaliere	0.3
spitzer	0.8
splinter	0.1667
split	0.5263
split-second	0.0
splittist	0.0
spoke	0.2727
spokesman	0.0488
spokesperson	0.25
spokeswoman	0.0801
spokewoman	1.0
sponsor	0.3587
sponsorship	0.7333
spook	0.6
spoon	1.0
sporadic	0.3333
spore	0.1495
sport	0.1505
sport-utility	1.0
sportsman	1.0
spot	0.3298
spotight	0.5
spotlight	0.4
spotter	0.6667
spotty	0.3333
spr	0.0
sprawl	0.3333
spray	0.0523
spread	0.2451
spreadsheet	0.0
spree	0.0
sprewell	0.0
spring	0.1854
springboard	0.6667
springfield	0.3333
springsteen	0.3333
sprinkler	0.0
sprint	0.0
sproul	0.1667
spruce	0.0
spur	0.5714
spy	0.2093
spymaster	0.6667
squad	0.3333
squadron	0.3273
squalid	1.0
square	0.1522
squeaky	1.0
squeeze	0.0
squire	0.5
sr	1.0
sra	0.4762
sri	0.5
srinagar	0.0
st	0.0887
st_vincents_hospital	0.3333
stability	0.1772
stabilization	0.3333
stabilize	1.0
stable	0.328
stacey	0.0
stack	0.5
stadium	0.281
staff	0.1645
staffer	0.3255
stage	0.2452
stagger	0.4316
stahl	0.3333
stain	0.3333
stair	0.0
staircase	0.0
stairway	0.0
stairwell	0.3333
stake	0.1923
stalk	0.0
stall	0.2143
stamford	0.0
stamp	0.2238
stampede	0.0667
stance	0.163
stand	0.1673
stand-by	1.0
stand-off	0.0
stand-out	0.0
standard	0.1708
standby	0.3611
standing	0.0
standoff	0.0
standstill	0.6
stanikzai	0.6667
stanislav	1.0
stanley	0.2
stanza	0.0
stanzel	0.6667
star	0.0626
star-studded	0.0
stare	0.3333
stark	0.2381
stars	0.6667
start	0.1624
start-up	0.3333
starting	1.0
startle	1.0
starvation	0.2727
starve	0.2692
state	0.0938
state-controlled	1.0
state-of-art	0.0
state-owned	0.6667
state-run	0.1333
state-sponsored	0.6667
statement	0.1186
staten	0.2
statesman	0.3333
statewide	0.0
station	0.1198
statistics	0.4667
statue	0.1579
stature	0.3333
status	0.2013
statute	0.1944
statutory	0.4
staunch	0.4891
stave	0.0
stay	0.1885
stay-behind-missions	1.0
steady	0.1624
steal	0.0659
stealth	0.8
steam	0.1429
stebner	0.0
steel	0.1535
steel-and-glass	1.0
steele	0.1667
steep	0.1439
steer	0.9
steering	1.0
steiner	0.4
stella	1.0
stellar	0.6667
stempler	0.3333
stench	0.3333
stennis	0.4667
stenschke	0.6667
step	0.1554
stepfather	0.0
stephanie	0.3333
stephen	0.1474
stepnogorsk	0.0
stereotype	0.2
sterling	0.5385
stern	0.2857
stern-faced	0.0
sternoff	1.0
stethem	0.6
steve	0.1423
steven	0.2055
stevens	0.1949
stevenson	0.1
steward	1.0
stick	0.2424
stick-and-carrot	0.0
stiff	0.2967
still	0.1878
still-smoking	1.0
still-smoldering	0.3333
stimulative	0.3333
stimulus	0.2497
sting	0.1667
stinger	0.25
stir	0.1212
stirring	0.5
stitch	0.0
stith	0.3333
stitt	0.4
stobel	0.0
stock	0.1316
stockholm	0.0
stockpile	0.3089
stockwell	1.0
stoke	0.4722
stolorow	0.1071
stomach	0.0
stone	0.193
stone's	0.0
stone-throwing	1.0
stoneking	0.8
stonesifer	0.0
stool	0.0
stoop	1.0
stop	0.1865
stop-gap	0.6667
stopnick	0.6667
stopover	0.0
storage	0.1199
store	0.1371
storefront	1.0
storm	0.265
stormy	1.0
story	0.126
stoxx	1.0
straddle	0.3333
strafe	1.0
straight	0.5097
straightforward	0.3333
strain	0.2778
strait	0.5
strand	0.4889
strange	0.1648
stranger	0.0
strap	0.0
strasbourg	1.0
strategic	0.1809
strategic_command	1.0
strategist	0.1631
strategizing	0.0
strategy	0.213
straw	0.3117
strawberry	0.0
stray	0.3929
streak	0.0
stream	0.18
streamline	0.0
street	0.1149
street-sweepers	1.0
street-to-street	0.0
streetlight	0.0
streisand	0.2667
strength	0.1431
strengthen	0.175
stress	0.2051
stretch	0.2688
stretcher	0.2364
strew	0.0
strict	0.2425
stride	1.0
strife	0.5
strike	0.1253
strike-alert	0.6
striking	0.4526
string	0.2258
stringent	0.5167
strip	0.2678
stripe	0.0476
stripes	0.3611
strobe	1.0
stroke	0.1667
stroll	0.6667
stroller	0.0
strong	0.1431
stronghold	0.3247
stronjny	0.0
structural	0.1778
structure	0.2023
struggle	0.1844
stuart	0.1667
stubborn	0.3939
student	0.1033
studio	0.1352
study	0.1741
stuff	0.0877
stufflebeem	0.338
stumbling	0.0
stun	0.2843
stuttgart	1.0
style	0.0545
suai	0.3333
sub-basements	1.0
sub-contractor	0.0
sub-machine	0.0
subash	0.6667
subcommittee	0.4431
subconscious	0.3333
subcontinent	0.2
subdue	0.0
subhash	0.0
subic	0.6
subject	0.1111
submachine	0.3333
submarine	0.2889
submarine-launched	1.0
submission	0.0
subodh	1.0
subpoena	0.1333
subscription	0.0
subsequent	0.4167
subsidiary	0.6667
subsidize	0.0952
subsidy	0.2667
subsonic	0.0
substance	0.1399
substantial	0.2898
substantive	0.5
substation	0.9
substitute	0.3333
subterranean	0.0
subtle	1.0
suburb	0.0944
suburban	0.3015
subway	0.2193
success	0.2647
successful	0.181
succession	0.4
successive	0.5074
successor	0.4909
sudan	0.3833
sudarsono	0.7
sudden	0.2515
suddenness	0.0
suez	0.0
suffer	0.2488
sufferer	0.0
suffering	0.5333
sufficient	0.3932
sufi	0.3333
sugar	0.2381
sugarcoat	1.0
suggest	0.2987
suggestion	0.2695
suhail	0.0
suharto	1.0
suicidal	0.8
suicide	0.2445
suicide-hijack	0.4643
